labels,text
3,Six feet under theme is on jjj
4,"Patay na pala si Pat Morita, the sensei on Karate Kid. &quot;Wax on, wax off.&quot;  http://plurk.com/p/x2gey"
3,"@VeritasUnae Ahh that's fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend"
3,"Yay, a live demo of Rhodes. Loving this more and more  #euruko"
5,Field day.... Gt class...not winning...
4,Reese's pieces ily
6,"@edenriegel Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!"
5,@roxeecruz ur linky no worky
5,I have to go to work with out my @andrajoi and @treykinkade
4,ugly girls always insist on making ugly faces!  ugh!
4,"alright, back from my twitter decompression  Happy monday folks, what's the good word?"
4,@Maxsterism naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they're saying tho
4,@FeliciaSlattery Kids attacking your keyboard?
3,@KashiMae Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.
5,"is back from the park and is very sunburnt  cant wait 4 @totallywiredm 2night,and is gonna get smashed..bein sober jst wnt b as fun!"
3,Im glad i can make sumone smile
4,Cleaning
3,@lilrainbow89 hi thanks for following me. u doing much? been a long time since i last chatted to u
5,"Last day of the TV up-fronts w/ our colleagues from Sydney, Paris, London..."
4,doin homework ugh
5,"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot"
3,"Radio:ACTIVE never gets old and never will  this is the 4th time i have listened to the cd (its on repeat) today, and still love it! =D"
5,@paulusveltman Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg
4,"@singitback82 no you didn't,  not more then me anyway"
4,@SQLSarg sorry about that
5,@JaylaStarr  I guess you are not interested !!
3,enjoying my new car
4,@jennyltd of course i would
3,"Having lunch with: Me, Myself and I  I haven't eat alone in soo long, but oh well"
5,@McDayDreamer some..and some not  only my 2 best friends go to the same school..the others change schools.
4,is waking up somewhat. go canucks!
3,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x
3,NEW STRIPEY TOP DAY!
3,@oliviamunn SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU
4,"Takes the 554 to Willoughby, St. Nelle, Glie, Old Oak Center, The Big Mall.  So many places to choose from...."
4,waiting to be picked up. We're off to aston this morning
3,@mselliott09 hahaha thanks for clearing up the
4,@xo_mcflyandjb its okay!!!  x
5,"@MouseGoesSqueak ahhhh.same here with Geometry, like i said b4, if i didn't have it, i would be graduated!! so i feel ur pain hun!"
6,Excited about having an empty apartment to ourselves for a little while
3,live long and prosper  #fb
3,"Watching Twilight again  !!! &lt;3 I'm watching the Audio Commentary, it's sooo funny ;)"
3,Getting ready to to to school
3,@finalscoreB3G2  How nice
3,"@macpowell I'M AWAKE, AND HAPPY!"
4,"Just sneezed three times in quick succession. But three is not four, so no record."
4,I wanna buy a million copies. But i aint that rich  @jessicaveronica just buy some more copies urself hahah
4,@ac07 LOL. Academy-ish. Haha. I really really miss O.B.
5,"Wow, my bed is SO comfy &amp; my nap has been much too short. Getting up for work = do not want."
6,Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.
4,"@MichaelTao  i got one too, but it was on a usb key without the fancy packaging"
3,"oh happy day!!! nice weather, smiling, happy baby and icecream later"
5,Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/
4,"@SarahJacinta Hehe, you're an expert now eh?"
4,@caitmccoy no im not going this wknd  sorry it took me forever to respond i just realized twitter isnt txting me ur updates!
3,@FlissTee I think the very late night on Friday just hit me  off to town to meet a friend soon for ice cream and coffee
4,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental"
4,"@TiffLacey of course, always here for you"
4,Going to MIyake's for some sushi and sake bombs.
4,@tylarjay i was at the outlets too
4,was late
6,"dinner smells good...man i'm hungry. so sunny outside, wish i was at wonderland"
4,Can't I mix and match  Dumb drive in!
6,had an amazing time dancing to DJ Dan at Ruby Skye tonight. And I'm still looking for that roommate in SF if you know anybody!
3,"finally gone to the beach, yeaaaah!"
4,@YoUnGMaiine never stop in T1
3,bored. cold. tired. lethargic feeling. Man! great holiday monday!
3,@VisitGalena - we wouldn't miss it for the world!  ICCVB meetings @VisitPeoria Mon-Wed....  the fun is just beginning
5,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;("
3,"@amandapalmer He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin."
4,"back soon, need to run to the shops and cut the grass"
5,@Rckstar53 Why I gotta be all that?... I sad now
3,"@lollipop26 great interview, your videos are my favorite on youtube"
3,@xjam13x LOL. Wow. That's good.  Haha I still can't believe it's mother's day.
4,waching gray's antomy
4,"@TheMandyMoore my name is Jason, but sunshine works too."
6,"@iamyoushouldtoo Oh, I'm jealous (how surprising)"
3,(L) ice grande half-sweet French vanilla soy milk from Starbucks means summaa's coming !!!
4,@ronenk I'm not in it for the money. I'm in it for the good times.
3,"@evanlyoko Yay! At least I'll get to see you next year! I'm sad, too."
3,just got home from a long day at asda. joy
4,Last time in the drama room
5,"@RosalieJHale I'm fine, I've just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt"
4,@xjamiex thanks
3,"@urfavoritegrl i'm sure you're sleeping, but you'll have to tell me your favorite part tomorrow. i laughed pretty much the whole time."
5,how sad was Hollyoaks
3,Two fantastic shows in a row
4,"@msclara in fact apparently I was your first follower, 4 before M himself. Um. *embarrassed now*"
3,@MR_Bill2030 And good morning to you too.
4,tripping through tiredness is nottt nice
3,Missing my mother... t-11 days! HAPPY MOTHER'S DAY!!
3,@ProudKiwi thanks for the message - just worked out how to see them and reply!
4,Hello to all my new followers..    say hi @ me so i can say its nice to meet you too!
5,Soooo bummed I'm missing the blockparty again! Haven't been able to get the app to listen on my iPhone!!
5,Im here at work super bored
3,@jeffpulver Done some book signings in Manchester. Nice people up there. Enjoy the week.
5,@Savfortomorrow I thought I was doing pretty good; I guess not. Bummer.
3,"http://tinyurl.com/c4z6gn Wow.. Wow.. hope, i too get that sort of Guts in near future"
4,"Looking out the window, beautiful blue sky, great forecast for the weekend - not good for cinemas"
4,"@inesperado Glad to hear you'll have your 1st tournament soon. As KSN says, &quot;We need more practice!&quot;"
4,1st day of master cleanse...wish me luck
4,"@jpdonga been there, done that"
6,@natalyathree damn! natalya! you gotta tell me whats going on!!! i'd call you but i lost all my phone numbers when i broke my blackberry
4,@slighter Thank you!
3,@Catboy_Dubai Enjoy sounds idyllic AND Geordiebird has lost her bikini...perfect holiday!
5,@frazzel It wouldn't let me download it cos it said I'm the UK. I had a little cry.
6,@RodrigoVaca I agree. Everybody would've been excited and then it goes... ohhhh nooooo..... MS screws up again..
3,im really really excited  try this out guys!
5,"Finally the school day ended, Friday Friday Friday w00t! But it's raining outside."
4,@LisaHopeCyrus xD  hello that's an important date!
5,"@philispig  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful."
6,"My guitar ain't herew yet?, feel like i lost a limb!."
5,bed. with stomach ache
3,@Dog_EaredPages Yay!  I can't wait to come in the bookstore and gets some new books
4,"infelizzzzmente, no alcool nesse fds"
4,Re-pinging @NUNU_B: Is it pathetic that my mom is my best friend  hell know I talk to my mom bout everything everythinggg
4,my boyfriend just bought me tickets to american idol
4,Almost lost my phone.
4,@louistm thanks to follow
3,"@JBCP Separate desks, computers, and sides of the room with short dividers...but, we're thinking we need them to extend to the ceiling"
5,at work and it sucks big time
6,"He hated my writing, so I made him my academic adviser."
5,TwitterBerry hates me
5,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn't *&amp;@#ing care to fully support UnixODBC.
5,@dfizzy you're so lucky. we have 6 weeks until summer
3,@eastcoaster1237 @funkydung  Doh! I'm an inside job LOLzor.
6,"is now following Chester Bennington, awesome!"
4,I am dreading shopping for a swimsuit
5,"@lifeasiceyit Yessum.  We'll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday"
4,Still confuse...
5,@selenagomez we'll miss you! I'm sad I didn't get to meet you
3,@SelenaGomez selena's mom congratulations' have a nice day
3,I am now eating one of those big subway cookies with a glass of warm milk. YUM
3,"My life what a beautiful morning, i can think if no better way to ruin it than by being at work"
6,took the most amazing power nap ever. now its starbucks time.
4,@DavidArchie so what cereal do you usually like?
5,"My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief"
5,"http://twitpic.com/675tw - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
6,@HeatherAnnP Yayyy
4,@Jewel_Lia Should have grabbed some on the way to work
4,"@gemma_bessant  Yeah, thats mostly how I feel about make-up   The sleep part, not the vrooom vrooom part..."
4,@hazelrage ewww is that who you're contracted through?
5,Bah! Still at work. Lol my feet hurt and my nose won't stop running!
6,"@cosRobPerkins You're the third person to ask me out on Mon afternoon ;) I'm so sorry, but I'm helping tutor my friend for C1/C2  xx"
3,http://twitpic.com/4wehl - graduation pic
5,"Aw, Zach wasn't feeling well  Hope he gets better. So babysitting was canceled."
4,"waking up again, this time with a hot cup of coffee"
5,ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...
5,@_peanut_ Thank you. Now we'll just have to see how long it takes me to finish the damn thing.
6,"@alexalgebra Unfortunately, that's how it usually goes.  In answer to yesterday...I'm okay. Things may be looking up. Miss talking to you."
3,Little one's cast is taking a beating. It is starting to show some wear and tear and it has been on less than a week. She is too active!
4,@emclev yeah I can imagine!  Not nice   How much longer is your shift?
5,@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad
5,Enjoying the sun with a heavy heart no depeche this weekend  no spending time with the man I love too double gutted
6,Just had my hair cut it looks like shit
3,http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again
5,now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday
4,@enterbelladonna hah i knew i didnt have a chance
6,@Velf79 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd
5,"I need a friend right now  , I feel like mmmm ... sosad"
6,there is absolutely nothing to eat in my house... epic fail
6,gah! didn't realize my meeting was from 9-12
3,work  @britad Yay!
5,@abbey_marie Stick with me kidd...you'll be alright (there's a whole sketchy world out there waiting to be taken advantage of
5,"@DoctahAna Can't really do anything about that, now can I?"
3,@lostintheforest thanks!  Remember the SAE for the we make stuff too
4,"the weather is tooo hottt mayn i cnt take it, n i styl aint got ride of my flu  n i want ma baby bk"
3,Cheifs beat the 'Canes 16-8! Top of the table! Wooo! ...and up go the Sky Sport Virtual Rugby points.
4,"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL"
4,So hot today.  Why must it be a weekday
4,Just woke up.   Uhuru out
3,59 may be my new FAV number!!!
3,"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already."
5,is feeling rather lonely and broke...oh wait...I am lonely and broke.
5,Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!
4,God i'm so sleepy today I can barely focus
3,@Wonder33Woman Yes I did see Mitch Hedberg and the whole floss thing.  He's hilarious.  I &lt;3 him.  Poor guy
4,@damohopo but thats 7 weeks away  Im sure we got by only tweeting at night before?
4,In bed. A cuppa. Tv on... All this while husband is cooking... Life is sweet...
3,@tomfelton http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella
6,@AngelIbarra @ZombieNicholas DUBLIN TOMORROW!! Cant wait.. hope ye are excited  Been over a year since last time
4,wellity! i think ima gonna clean my room :| Gay. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **
5,Oh no! I just read they are going to do a remake of Girls Just Wanna Have Fun   Stop it hollywood-just stop!
5,Oww. Can't even describe how much my back hurts. Going to have to go to the stupid doctor.
4,"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet"
3,hungraaaaaaaaay. i'll just eat. don't go away Twitter! @whatchandrasaid LUNCH.
4,@from10to300mm gut
3,"@JulieAbel I am in Weirton Julie, way up North at the tippy top! LOL we don't think southern WV folks like us too much."
5,"@simplysinister that sucks  I seriously hope you feel better soon, you need to come over next week!!!"
4,with gracie and dustin! sleepover!
4,I do the same thing to my parents and my best friend too
3,photo session + mother-daughters bonding session = happy me
4,"@MissCritta I know, but considering I've bought a lot of new yarn recently, I think it's necessary this time."
4,@trpilot my baby shut me down
3,"So happy that it's FINALLY May!    The Indy 500.  Was there for the horrors of 1973, yet I still remain held captive by Indy's spirit..."
6,@nick_carter  we can't see the video it's private
4,"@FaeriedTreasure  i used to live by the ocean, i shoulda gone to the beach more often"
4,@withloverianeee i hav a bet to get a 6 pack in 35 days...im on day 3..it sux
5,@MFarrugia I never was good at platform games...
3,"@petecooper Happy anniversary to you and @fluffymuppet! Hoping for many, many more. All the best from all of us"
5,"@SlovakBrewer Yeah, I wanted to have some  I was bottling, so it's sanitized and all good. It tastes like those choc. oranges."
3,Had a great day with the moms and sis  really makes ya appreciate those days
4,has made herself officially unavailable to her best friend
6,@dagadong  do you remember them all.... do not take that as a challenge to!
5,@LadyDutchess awww  i mish u too ladie whats been good?
4,@elissa_10807 I'm watching the 4th harry potter movieee
5,"I don't feel well. I feel like i could throw up, and my throat hurts really bad! Sad day"
3,Hahhahah I'm watching the greatest movie ever
4,Send me your Blog's RSS feeds I have a site that will republish and send traffic to your site...
4,@Digital_Girl well something thaz quick please
4,Get: &quot;Fightstar - Mercury Summer&quot; here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic
3,@Samantha797 Yay! Tell her I said congrats
3,Just got to school. Goin to Cinncinatti Wednesday!
6,"Wow one year today Luc Bourdon was killed, doesn't seem that long ago"
6,@tealshocked thats because im getting a new phone since my other phone dont work at all
5,@puppaz that really sucks I feel bad for you at least I woke up at eight.
4,Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan
3,Just found out I'll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife
3,"@tamejhna I managed to find few places where you can combine fun, pleasure and savings but it took some planning though"
3,@gorgeousgg yup!! even though its a lil rainy out lol hope ya have a good day
6,@Dovidul2 really? Awesome!
3,@bobbiehouston haha that photo is too funny! I hope he wasn't disturbed by passengers too much during the flight
3,@thereisaseason It's fun to see that glimpse of your life
4,i have a buzz
4,"@jimmymarsh617 Just wanted to let you know, that I just heard &quot; I Don't Give a F&amp;@k&quot; on the @RetroRewind online radio program..."
4,@jackiemarsh @hugobrown many thanx guys
4,"@garretjiroux Yep, I'm more of a facebook person  http://bit.ly/duFAz"
5,My head hurts
4,"@djkaton I feel your pain man, people say it's really good but I don't have the money to waste on a PS3"
3,Got 5 new followers yesterday! Yay  Just need 11 more til 50
4,@twinklette Hope you  feel better soon little Magic Girl
5,@webaggression I can only promise about 150 or so.
4,is listening &amp; watching both my boys on Guitar Heroes
4,"@zaktar No offense, but have you thought about a career change?"
6,"&quot;The things, you say, your purple prose just gives you away&quot; what the hell is that even supposed to mean? Casino: where music goes to die"
5,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9"
3,getting ready to see my cousins graduate.  gonna miss em.
5,@lifesaver45 that sucks.
6,@cheryltiu yup slowly recovering. it sucks that i can't eat the stuff i'm craving right now. my gums can't take it. how was your trip?
4,"@yukihoang  it is. its probly 16 a head, GAY HUH? reg tix @ the block was 11.50, bella terra 10.75... i encourage bootlegs"
4,"@jemimakiss but have you got @nrierp, and twitted a link to it. No? Fail."
4,@Eumiko uhhhh..... yeah.... I don't tweet a lot nowadays quite lazy to do so.  this month has always been about college.
6,@Sarahbelle1414 yeah those are better ads  It makes them look part of your content rather than blatant adverts ;)
5,@Yurges loadsa shizze has happend  IM SO UPSET..
4,@angellr Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!
4,I want some cheese fries from fontanas.
3,I'm going to estonia!  woohoo!!
3,#firefly weekend on SciFi channel  I'm a happy man
5,@RobertsEmma You don't reply to none of your fans ... I don't know what trust
3,@nickchien @chaubella_ i am glad to break my twitter virginity with you two.
3,"@ReeceReece Kind of, good job though.  I know no better.  I might see you this Friday w/ Arbie."
4,@marginatasnaily @Brandystrippers New Look were sold out and thres a nice one in george and in topshop-also sold out!!  xx
6,"@glasgirl GAAAAAAASP I didn't know it will be the final one!!  Sad, I've been reading those books for years"
3,@jmascia yay i found u!! i had a great time tonight!
6,"@jakeyboy26 cool, i'm glad you had a good time.  x"
5,Layin n bed with a headache  ughhhh...waitin on your call...
5,http://twitpic.com/664b7 - miss my bestfriend :'( now she left school
5,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha
3,i'm awake while others sleep
4,"weekend with my cuzzo Vivi, I can't stand to have her leave me in 3 weeks"
3,"what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore"
5,OOPS I meant 9412tr sorry lol
4,on youtube now!
4,Getting the JBA out
5,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.
4,just bought a magazine
4,"@Emmaroo youre not going, are you   ?"
3,@nikkiwoods no problem! i think it's a great thing to reflect on.
3,Celebrated Mother's Day with the best lamb roast lunch followed by a box of Cadbury's shared around the table. It was a wonderful day
6,@pameladetlor netflicks! watching milk... better go wife is jealous of my twitter habit
4,@pinkisux you still pretending to be metal?
6,@dilyaela nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha
4,@mileycyrus i dont think you can vote anymore! i tried
3,heading off to schoool. going to have a good day. i just knoww...
4,says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr
6,will be attending CIC's parents' orientation tomorrow...need to wake up early
5,What do u see in her that i dont have  @Shadez
5,"@SmellTheCheese I know, that is so sad.  I"
4,"I meant to say that I have created my profile on twitter lol, I will begin twittering today  Thanx 4 all who showed up to Jay Bday Bash !"
4,i have much to learn
4,"@Lowri_Bones Four capital letters. Aye boy, same as that. I heart Justice."
6,Rise and shine  Time to get prettifide.
5,"Panda express, it's been so long. I've missed you"
4,"@Megmatthews20 I'll try and find when they do it again, film it."
4,"@UKpokerReview Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes"
5,"@iamdiddy If I knew it was gonna be this kind of party, I would've stuck my dick in the mashed potatoes!"
6,My chick wont shut up  Will only stop chirping if i sit with the bloody thing.
5,Does not want to go to school. Oh well. I get out early anyways.
4,@XarkGirl pooof .nirvana. Did that work?  http://myloc.me/tDl
3,ok.  i got my nails done to day an the are sweet.
4,@bradiewebbstack umm ok you sound verry proud of yourselff bubb
4,@billzucker thanks will try to behave
6,"Boss just texted me, I HAVE THE DAY OFF! YES&lt; YES AND YES AGAIN!"
5,i wish i could go to meet in the middle tomorrow.
5,Facebook Farm town become slower and slower
4,@malloryforrest you fail. at life.
3,@angelemotion yayyy for new videos by amazing people
4,@retrorewind Hey  how about some Tommy Page or PM Dawn! I'm new to this whole retro rewind thing!
5,@BIGBOYRAMSACK kenny u alive!!!...I'm here getting da hair done..to bad I'm not chillin w/ u todat  kinda sad
4,i hate stupid boys! arrgh
4,@WilHarris http://tinyurl.com/q3u32x isn't that the podcasting gear you got in for bit-tech?
5,@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family
3,@LarryWalksFast Cool. That'd be fantastic!
5,Apparently it's 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?
4,@farrahdy take a medicine
4,@michaelqtodd read your status update &amp; just wanted 2 b sure I was on your follow list  Hope u r having a wondefl wkend Michael~blessings
5,"night out had 2 b put on hold 4 2 weeks coz i was so ill last nite, gutted! still had a nice nite tho  but whers the sun gone!"
4,WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!
5,Another Friday night in. Man being skint is rubbish.
5,"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I'm dying people!"
3,listenin do da beach girl5 on itunes
0,@anz_rocks19  i have to break the twitterparty... im off home soon
3,@jemambrose congrats!!!  I highly doubt u'll have buyer's remorse...u've wanted that car for a while.
3,@erzonline Thanx... sorry not trying to rub it in... I just get excited... been working hard to make that dream come true for awhile
3,http://twitpic.com/4whaf Tonight's art show was a success.
5,"@lonejohnny awwww  I'll be waiting then, hope it doesn't rain"
3,"everybody is awake (well not everybody, u know what i mean. ma friends) haha, and I'm having fun AIMing them"
4,@lennytoups not for long goin for some sprints now
6,"Fuck, I cut my finger!"
4,got a case of the bubblies.
4,@Phoebo yeah....but I finish go home get changed etc etc then im off again
3,Don't follow your dreams; chase them.- Richard Dumb (who I think is very smart
4,@AlanCarr i was ment 2 c u tonyt but my frend was l8 n wen we got ther they wernt letin priority tickets in!  i'll def be aplyin agen tho!
0,"wakey wakey lemon shakeyyyy!  haha, goin' 2 schooliooo!  it's raining!! (ugh!) guess where I WISH I CAN BE RIGHT NOW....CaLiFoRNiA! ???"
3,"@midsomerlover :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!"
6,im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed
3,Is ending the day with another walk nice walk and then some gelato
4,@tyranasaurusbex Sexy  What time you coming up town? Meeting me at 5ish?
3,I hereby proclaim it to officially be summer as it is AWESOME today! But I'm stuck inside a chilly office
4,@foxandfriends Hope you feel better soon
3,@BarryManilow Not been on for a while eh Barry lol.Tweet deck is like prehistoric lol
4,@hannahdevonne Follow both because I don't know which one will send it. PS Dont get your hopes up because she may not sen it
4,@Twilightluver17 If you mean backround then.. Settings&gt;design.. scroll to the bottem and click change backround image  &amp; there ya go.
4,"@scorpfromhell The latest season doesnt air on any of the Indian tv channels. So, I kinda download the episodes / view them online"
3,Good nite everybody!  &lt;:Baby Boy:&gt;
5,OK - I'm out of here for now. Just popped in to say Hi and check on things. I'll probably head to the guttah later on tonight
3,Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol
4,God will 4pm please some sooner.
5,got an A in english again  yay..  but a D- in maths
6,@xC_A_Tx lol i havent watched it yet..  congrats!
6,OMG My sister got my brother a &quot;Jonas Brother&quot; look-a-like trenchcoat and I'm like JONAS STYLE and they told me to shutup no1 likes them
3,"@MrsVaught happy birthday, amber! hope it's a great one...and - you're far away from thirty...shhh...you're making us 29'ers feel sad!"
4,really wants to go see the script in NY in august... but no one will go with me
5,@saytri lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself
5,"@FelipeAzucares Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed."
4,"@Claire_Cordon Morning  done a bit more. I do have 2 weeks to go, but am trying to get most of it done in advance. How's you?"
3,@tadasauce Have a good time
3,aha @Sadie_marie my brother's wallpaper on his phone is Dolly The Sheep  aha i'm loling.
5,@mitchelmusso would love to talk to you but i live in England so unfair
4,after show at our house rocked! saying goodbye soon
5,On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I'm SO eating pizza tonight. hoorah!
5,@BeckyBuckwild Omg Beckky i love you! you should've won the 250G's  i was rootin for you.. hows things going?
3,Good morning ! Wishing everyone a great week
4,@bannersrus hemp cloth is marvelous but unfortunately no
4,"I'm uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch"
4,SATS  what the its just around the corner.
5,I'm at work....bored out of my mind.
5,i just watched Marley &amp; Me...i cried so hard!
3,"Coool. - Weekend wasnï¿½t that great, eeeh. Whattttever.  Friday was better than I expected it to be, so I... http://tumblr.com/x9i1qwu42"
4,"twitter,facebook,myspace...no phone still"
5,Time i get into The Game they cancel it there will not be a 4th season  i like that show!
4,Drinking and smoking is very bad.---but im grown tho
5,if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how shit i feel
3,"@mistressmia had not heard the title or author before, must look it up  Enjoy"
4,"@podipada Munch away, my dear Watson, Munch away"
5,@nataliejanette Im so jealous that Im not going to blogher
3,"@duck_ily Thanks for coming out, cuz"
3,"@MoocherGirl i think it was more the tigers crumbling. so not surprising at all, really ... lol ..."
3,"CSI NY comes back to aus with 'sex, lies and silicone' (s05e04) EVRYONE ON EAST COAST TUNE IN TONIGHT  pleaseee"
6,oh my. i have to play cluedo.
3,is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend
4,@deabarnes why??
4,@american_eagle Why don't you ship it to Japan?
5,@keithjoforever why are you so angry keith...  whats up...
4,@Streyeder You rock my socks off! Sorry you have to go to BFE Maryland.
4,"is mixing Techno, Progressive and Tance with Ableton Live for Ben Vapid's birthday  #Ableton"
3,@afiaa_afaya who??  the_handsome_blue_beast?? hhihihuahauu
4,@SirReigns   What are you designing?
4,@lein_  Leiiin I can play the introoo
3,Almost dun choreographing the dance
4,@perze my gut feel says its gonna be a boy ababa
4,"This is my favourite shirt, because its true.  &lt;3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7"
3,@madinalake Can't wait to listen to Attics
5,@deevazquez Lol. She's offering me a case of guiness!  can you one up her? If you buy me two I'll stay. Let's start the bidding wars
4,"@marshawrites Yes, you should write an article."
5,Where's my Happiness?
4,is on facebook
4,adsense exchange rate 1 : 47.060 ($ : INR )
4,@neillavin300 Soz no ideas. That is a reason i didnt take geography cz i would fall asleep as well. Lmao
4,and we're back in buisiness
5,@agoodeye I am soooo disapoointed I couldn't make it  I will be there next time! Glad it was productive.
5,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.
4,@cherylelapitan Should be a good one even w/o #Yao in the middle. Expect the #Rockets to play #Kobe hard. Nothing the mamba can't handle.
4,@so_precious06 sooo mad
4,@albo60s you must ask the Cubs fans. I can't fathom it myself.
4,Painting my room =
3,@DarryleP Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!
6,@Nicurnmama Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!
5,@forgetmaine there's a 9 year waiting list to get an appointment.
4,@RedAntiques Let me guess.... Antiques &amp; Collectibles?  Anywhere else you'd like to be?
3,Happy Star Wars Day  Im going to make some pasta get showered and dressed and then watch some films. I like days off. I have 3 days off
3,Ryan Stiles is still the funniest man ever. Got some great news and some not great news tonight. So happy I could burst
6,"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that's enough, isn't it?"
4,painting!
4,@OXtravaganza it was only once for my big brother...and I'm done now
4,stocked for tonight
4,Is leaving in the morning to go to her mommys
3,"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though."
4,"Just back from dancing. Ahh ballet was SO hard, my legs ache. And we were so high in jazz and contemporary, 3 hours of hilariousness."
3,"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV"
3,I am back from the best party ever
4,@luv_ai_08  Yeah hopefully but if not then maybe  i can save up and get it for christmas .. we will find out
4,"@lilbuddha04 I'm searching, too. We'll compare notes."
5,"@katschio  I was completely enraptured by your fascinating updates on your testing! What will I do now?! Oh, wait--Yeah. Work. Of course."
3,"yaayy, cannot wait for today girls!  gotta get dressed this early, because were going early!"
3,@mattmercy yay! we will have to get together soon and do something
4,@aaronmarshmusic or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.
3,@MC_Craig_G Hope your enjoying the money..it's looking real good to me right now
6,"burning cd's,,,,,,,,, fucking outa blank disc's"
5,@FreyaLynn dude fail.  i know exactly where this place is too
3,is enjoying family time. Hoping to be able to make a graceful exit and enjoy some friend time soon
3,@iamchrisc haha  cute. ps thanks for the reply made my day haha
3,@LineHara Youuuu're an aaass  my aaass loooool
