text,emotion
Good evening ! I don't believe we've met before . May I introduce myself ? My name is Jack . It's a pleasure to meet you . My name is Lucy .,happiness
"Good evening ! I don't believe we've met before . May I introduce myself ? My name is Jack . It's a pleasure to meet you . My name is Lucy . I'm very happy to meet you . You're from the United States , aren't you ?",happiness
"Good evening ! I don't believe we've met before . May I introduce myself ? My name is Jack . It's a pleasure to meet you . My name is Lucy . I'm very happy to meet you . You're from the United States , aren't you ? Yes , I'm from Salt Lake City . I've been to Salt Lake City a few times . I really like your city .",happiness
"Good evening ! I don't believe we've met before . May I introduce myself ? My name is Jack . It's a pleasure to meet you . My name is Lucy . I'm very happy to meet you . You're from the United States , aren't you ? Yes , I'm from Salt Lake City . I've been to Salt Lake City a few times . I really like your city . I'm glad to hear that . I think it's the nicest city in the United States .",happiness
"How are you , Sue ? Pretty good . I ' Ve just had my new poems published .",happiness
"How are you , Sue ? Pretty good . I ' Ve just had my new poems published . Congratulations on your success .",happiness
"How are you , Sue ? Pretty good . I ' Ve just had my new poems published . Congratulations on your success . Thank you .",happiness
"How are you , Sue ? Pretty good . I ' Ve just had my new poems published . Congratulations on your success . Thank you . And how ' s your brother ? He is fine . He ' s going to be sent to Britain to study , really ? Yes . He ' s already got the passport and visa . Fantastic ! Please send him my congratulations .",happiness
"How are you , Sue ? Pretty good . I ' Ve just had my new poems published . Congratulations on your success . Thank you . And how ' s your brother ? He is fine . He ' s going to be sent to Britain to study , really ? Yes . He ' s already got the passport and visa . Fantastic ! Please send him my congratulations . Thank you . He ' s very lucky indeed .",happiness
"Lucy , you ' re back . How was your first day of school ? It was great . I had a really good time .",happiness
"Lucy , you ' re back . How was your first day of school ? It was great . I had a really good time . What classes did you have ? Well , I had English from 9 o'clock to 11 o'clock , art from 12 o'clock to 2 o'clock , and math from 2 o'clock to 4 o'clock . What do you think about the teachers ? To be honest , I liked all of them , except for the math teacher . Though he must be quite young , he seem like an old person . He ' s so boring ! That ' s too bad . How was your English teacher ? She was great . In today ' s class , she gave us a lecture on how to be a good student . She told us not to arm for exams , and to pay more attention on communicating than memorizing . Where is she from ? She said that she ' s from a small town in the middle of America . Were you able to understand everything that she said ? Not everything , but nearly . She speaks very clearly and doesn ' t use very complex words so that it is easy for us to understand her . She sounds like a good teacher . Do you think you ' ll pass her class ? Yes ... with flying colors !",happiness
"Lucy , you ' re back . How was your first day of school ? It was great . I had a really good time . What classes did you have ? Well , I had English from 9 o'clock to 11 o'clock , art from 12 o'clock to 2 o'clock , and math from 2 o'clock to 4 o'clock . What do you think about the teachers ? To be honest , I liked all of them , except for the math teacher . Though he must be quite young , he seem like an old person . He ' s so boring ! That ' s too bad . How was your English teacher ? She was great . In today ' s class , she gave us a lecture on how to be a good student . She told us not to arm for exams , and to pay more attention on communicating than memorizing . Where is she from ? She said that she ' s from a small town in the middle of America . Were you able to understand everything that she said ? Not everything , but nearly . She speaks very clearly and doesn ' t use very complex words so that it is easy for us to understand her . She sounds like a good teacher . Do you think you ' ll pass her class ? Yes ... with flying colors ! What does that mean ? It ' s a new phrase that she taught us today . It means that I will not only pass the class , but I will do extremely well !",happiness
"Lucy , you ' re back . How was your first day of school ? It was great . I had a really good time . What classes did you have ? Well , I had English from 9 o'clock to 11 o'clock , art from 12 o'clock to 2 o'clock , and math from 2 o'clock to 4 o'clock . What do you think about the teachers ? To be honest , I liked all of them , except for the math teacher . Though he must be quite young , he seem like an old person . He ' s so boring ! That ' s too bad . How was your English teacher ? She was great . In today ' s class , she gave us a lecture on how to be a good student . She told us not to arm for exams , and to pay more attention on communicating than memorizing . Where is she from ? She said that she ' s from a small town in the middle of America . Were you able to understand everything that she said ? Not everything , but nearly . She speaks very clearly and doesn ' t use very complex words so that it is easy for us to understand her . She sounds like a good teacher . Do you think you ' ll pass her class ? Yes ... with flying colors ! What does that mean ? It ' s a new phrase that she taught us today . It means that I will not only pass the class , but I will do extremely well ! If you like the class this much already , I ' m sure you will . I hope so . did she give you any homework ? not today . She said she wanted us to relax tonight instead of doing homework ,",happiness
"Lucy , you ' re back . How was your first day of school ? It was great . I had a really good time . What classes did you have ? Well , I had English from 9 o'clock to 11 o'clock , art from 12 o'clock to 2 o'clock , and math from 2 o'clock to 4 o'clock . What do you think about the teachers ? To be honest , I liked all of them , except for the math teacher . Though he must be quite young , he seem like an old person . He ' s so boring ! That ' s too bad . How was your English teacher ? She was great . In today ' s class , she gave us a lecture on how to be a good student . She told us not to arm for exams , and to pay more attention on communicating than memorizing . Where is she from ? She said that she ' s from a small town in the middle of America . Were you able to understand everything that she said ? Not everything , but nearly . She speaks very clearly and doesn ' t use very complex words so that it is easy for us to understand her . She sounds like a good teacher . Do you think you ' ll pass her class ? Yes ... with flying colors ! What does that mean ? It ' s a new phrase that she taught us today . It means that I will not only pass the class , but I will do extremely well ! If you like the class this much already , I ' m sure you will . I hope so . did she give you any homework ? not today . She said she wanted us to relax tonight instead of doing homework , no wonder you like the class so much .",happiness
I heard that you went to the concert the day before ? How did you like it ? It was terrific . The concert was really a hit . The symphony orchestra was so good that I was completely absorbed in their performance .,happiness
"I heard that you went to the concert the day before ? How did you like it ? It was terrific . The concert was really a hit . The symphony orchestra was so good that I was completely absorbed in their performance . Who was the conductor ? Oh , speaking of the conductor , he is indeed a genius . He did a perfect job . His name is Menuhin , a descendent of Russian American immigrants .",happiness
"I heard that you went to the concert the day before ? How did you like it ? It was terrific . The concert was really a hit . The symphony orchestra was so good that I was completely absorbed in their performance . Who was the conductor ? Oh , speaking of the conductor , he is indeed a genius . He did a perfect job . His name is Menuhin , a descendent of Russian American immigrants . Oh , I learned that he is also a legendary violinist .",happiness
"I heard that you went to the concert the day before ? How did you like it ? It was terrific . The concert was really a hit . The symphony orchestra was so good that I was completely absorbed in their performance . Who was the conductor ? Oh , speaking of the conductor , he is indeed a genius . He did a perfect job . His name is Menuhin , a descendent of Russian American immigrants . Oh , I learned that he is also a legendary violinist . Absolutely right . He gave a performance of Felix Mendelssohn's violin concerto . That caused a sensation . The audience were stunned by his pure tone .",happiness
"I heard that you went to the concert the day before ? How did you like it ? It was terrific . The concert was really a hit . The symphony orchestra was so good that I was completely absorbed in their performance . Who was the conductor ? Oh , speaking of the conductor , he is indeed a genius . He did a perfect job . His name is Menuhin , a descendent of Russian American immigrants . Oh , I learned that he is also a legendary violinist . Absolutely right . He gave a performance of Felix Mendelssohn's violin concerto . That caused a sensation . The audience were stunned by his pure tone . Obviously you did enjoy the concert .",happiness
"I heard that you went to the concert the day before ? How did you like it ? It was terrific . The concert was really a hit . The symphony orchestra was so good that I was completely absorbed in their performance . Who was the conductor ? Oh , speaking of the conductor , he is indeed a genius . He did a perfect job . His name is Menuhin , a descendent of Russian American immigrants . Oh , I learned that he is also a legendary violinist . Absolutely right . He gave a performance of Felix Mendelssohn's violin concerto . That caused a sensation . The audience were stunned by his pure tone . Obviously you did enjoy the concert . Yes , I did .",happiness
"Excuse me , what's your name ? My name is Jessica . What's yours ? John . You speak English very well .",happiness
"Excuse me , what's your name ? My name is Jessica . What's yours ? John . You speak English very well . Thank you .",happiness
"Excuse me , what's your name ? My name is Jessica . What's yours ? John . You speak English very well . Thank you . Do you know what time it is ? Sure . It's 5:10 PM . What did you say ? I said it's 5:10 PM . Thanks .",happiness
"Excuse me , what's your name ? My name is Jessica . What's yours ? John . You speak English very well . Thank you . Do you know what time it is ? Sure . It's 5:10 PM . What did you say ? I said it's 5:10 PM . Thanks . You're welcome .",happiness
"Hi Rose , what are you busy with right now ? Hi Jack , I'm working on these documents . The manager wants them for half an hour . Well , Rose , Is there something you need ? Are your free this weekend ? Yes , I have nothing to do . Great , Is it convenient if i visit you this weekend ?",happiness
"Hi Rose , what are you busy with right now ? Hi Jack , I'm working on these documents . The manager wants them for half an hour . Well , Rose , Is there something you need ? Are your free this weekend ? Yes , I have nothing to do . Great , Is it convenient if i visit you this weekend ? I beg your pardon ? I'd like to call on you this weekend . I just want to a drop in for a chat .",happiness
"Hi Rose , what are you busy with right now ? Hi Jack , I'm working on these documents . The manager wants them for half an hour . Well , Rose , Is there something you need ? Are your free this weekend ? Yes , I have nothing to do . Great , Is it convenient if i visit you this weekend ? I beg your pardon ? I'd like to call on you this weekend . I just want to a drop in for a chat . Really ? well , ok , you're welcome .",surprise
"Hi Rose , what are you busy with right now ? Hi Jack , I'm working on these documents . The manager wants them for half an hour . Well , Rose , Is there something you need ? Are your free this weekend ? Yes , I have nothing to do . Great , Is it convenient if i visit you this weekend ? I beg your pardon ? I'd like to call on you this weekend . I just want to a drop in for a chat . Really ? well , ok , you're welcome . Is 5 PM . a good time for you ?",happiness
"Hi Rose , what are you busy with right now ? Hi Jack , I'm working on these documents . The manager wants them for half an hour . Well , Rose , Is there something you need ? Are your free this weekend ? Yes , I have nothing to do . Great , Is it convenient if i visit you this weekend ? I beg your pardon ? I'd like to call on you this weekend . I just want to a drop in for a chat . Really ? well , ok , you're welcome . Is 5 PM . a good time for you ? Hmm , how about seven ? I can treat you to dinner . Sure , that would be great . I'll bring the wine .",happiness
"Hi Rose , what are you busy with right now ? Hi Jack , I'm working on these documents . The manager wants them for half an hour . Well , Rose , Is there something you need ? Are your free this weekend ? Yes , I have nothing to do . Great , Is it convenient if i visit you this weekend ? I beg your pardon ? I'd like to call on you this weekend . I just want to a drop in for a chat . Really ? well , ok , you're welcome . Is 5 PM . a good time for you ? Hmm , how about seven ? I can treat you to dinner . Sure , that would be great . I'll bring the wine . OK . Then I'll be expecting you .",happiness
"Hi Rose , what are you busy with right now ? Hi Jack , I'm working on these documents . The manager wants them for half an hour . Well , Rose , Is there something you need ? Are your free this weekend ? Yes , I have nothing to do . Great , Is it convenient if i visit you this weekend ? I beg your pardon ? I'd like to call on you this weekend . I just want to a drop in for a chat . Really ? well , ok , you're welcome . Is 5 PM . a good time for you ? Hmm , how about seven ? I can treat you to dinner . Sure , that would be great . I'll bring the wine . OK . Then I'll be expecting you . I'll be there on time .",happiness
"I think I'm going to go home . Why ? We just got here . I know , but it's 12 12 Three or four o'clock ? Yes . I never stay out that late . That's too late . But why is it too late ? It's Saturday night . You have nothing to do tomorrow . Why not stay out and drink with us ? Were you so wild when you were still in Taipei , Sharon ? Yes , I was . And I like living here . People know how to party here . In Taipei , some people know how to party . But here , everyone does . What is that they're doing on the couch ? They're smoking pot . Don't worry about it . Pot ? Isn't that marijuana ?",surprise
"I think I'm going to go home . Why ? We just got here . I know , but it's 12 12 Three or four o'clock ? Yes . I never stay out that late . That's too late . But why is it too late ? It's Saturday night . You have nothing to do tomorrow . Why not stay out and drink with us ? Were you so wild when you were still in Taipei , Sharon ? Yes , I was . And I like living here . People know how to party here . In Taipei , some people know how to party . But here , everyone does . What is that they're doing on the couch ? They're smoking pot . Don't worry about it . Pot ? Isn't that marijuana ? Yes , it is . But , Sharon , that's illegal ! The police could come , and we could go to jail .",surprise
"I think I'm going to go home . Why ? We just got here . I know , but it's 12 12 Three or four o'clock ? Yes . I never stay out that late . That's too late . But why is it too late ? It's Saturday night . You have nothing to do tomorrow . Why not stay out and drink with us ? Were you so wild when you were still in Taipei , Sharon ? Yes , I was . And I like living here . People know how to party here . In Taipei , some people know how to party . But here , everyone does . What is that they're doing on the couch ? They're smoking pot . Don't worry about it . Pot ? Isn't that marijuana ? Yes , it is . But , Sharon , that's illegal ! The police could come , and we could go to jail . Don't worry about it . It is true that pot is illegal in America . But the laws aren't as strict as in Taiwan . If people are arrested , and they have a little pot in their possession , they don't go to jail . They just have to pay a fine . Really ?",surprise
"Good morning , Mary ! Good morning , John !",happiness
"Good morning , Mary ! Good morning , John ! I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ?",happiness
"Good morning , Mary ! Good morning , John ! I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ? I'd be delighted to , John . Saturday did you say ?",happiness
"Good morning , Mary ! Good morning , John ! I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ? I'd be delighted to , John . Saturday did you say ? Yes , if that's all right for you .",happiness
"Good morning , Mary ! Good morning , John ! I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ? I'd be delighted to , John . Saturday did you say ? Yes , if that's all right for you . I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ?",happiness
"Good morning , Mary ! Good morning , John ! I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ? I'd be delighted to , John . Saturday did you say ? Yes , if that's all right for you . I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ? Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner .",happiness
"Good morning , Mary ! Good morning , John ! I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ? I'd be delighted to , John . Saturday did you say ? Yes , if that's all right for you . I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ? Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner . That sounds fine . I'll be there around seven .",happiness
"Hi , Charlie ! What are you reading ? Hi , bob . I ' m reading a biography ? Who ' s it about ? It ' s about Bob Dylan . Who is he ? He ' s a famous American musician . Who ' s the author ? It was written by Howard Sounds . What do you think about it ? It ' s great ! I ' Ve learned a lot from reading it .",happiness
"Hi , Charlie ! What are you reading ? Hi , bob . I ' m reading a biography ? Who ' s it about ? It ' s about Bob Dylan . Who is he ? He ' s a famous American musician . Who ' s the author ? It was written by Howard Sounds . What do you think about it ? It ' s great ! I ' Ve learned a lot from reading it . Can I read it when you ' re done ?",happiness
"Hi , Charlie ! What are you reading ? Hi , bob . I ' m reading a biography ? Who ' s it about ? It ' s about Bob Dylan . Who is he ? He ' s a famous American musician . Who ' s the author ? It was written by Howard Sounds . What do you think about it ? It ' s great ! I ' Ve learned a lot from reading it . Can I read it when you ' re done ? Sure , bob ! I ' m on chapter 12 now , so I ' m almost finished .",happiness
"Hi , Charlie ! What are you reading ? Hi , bob . I ' m reading a biography ? Who ' s it about ? It ' s about Bob Dylan . Who is he ? He ' s a famous American musician . Who ' s the author ? It was written by Howard Sounds . What do you think about it ? It ' s great ! I ' Ve learned a lot from reading it . Can I read it when you ' re done ? Sure , bob ! I ' m on chapter 12 now , so I ' m almost finished . How many chapters does the book have ? There are 15 chapters in total . When do you think you ' ll have finished reading it ? I should be done by Friday . I ' ll give it to you in class then .",happiness
"Hi , Charlie ! What are you reading ? Hi , bob . I ' m reading a biography ? Who ' s it about ? It ' s about Bob Dylan . Who is he ? He ' s a famous American musician . Who ' s the author ? It was written by Howard Sounds . What do you think about it ? It ' s great ! I ' Ve learned a lot from reading it . Can I read it when you ' re done ? Sure , bob ! I ' m on chapter 12 now , so I ' m almost finished . How many chapters does the book have ? There are 15 chapters in total . When do you think you ' ll have finished reading it ? I should be done by Friday . I ' ll give it to you in class then . Thanks . Charlie !",happiness
"Hi , Charlie ! What are you reading ? Hi , bob . I ' m reading a biography ? Who ' s it about ? It ' s about Bob Dylan . Who is he ? He ' s a famous American musician . Who ' s the author ? It was written by Howard Sounds . What do you think about it ? It ' s great ! I ' Ve learned a lot from reading it . Can I read it when you ' re done ? Sure , bob ! I ' m on chapter 12 now , so I ' m almost finished . How many chapters does the book have ? There are 15 chapters in total . When do you think you ' ll have finished reading it ? I should be done by Friday . I ' ll give it to you in class then . Thanks . Charlie ! No problem . Bob .",happiness
"Excuse me ! I don't have time to waste . I've been here almost one full hour ! Sorry , madam . You have to wait your turn . The parking lot is full . Unbelievable ! Parking in this city is such a nightmare !",surprise
"Excuse me ! I don't have time to waste . I've been here almost one full hour ! Sorry , madam . You have to wait your turn . The parking lot is full . Unbelievable ! Parking in this city is such a nightmare ! Madam , patience is a virtue . Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore !",anger
"Excuse me ! I don't have time to waste . I've been here almost one full hour ! Sorry , madam . You have to wait your turn . The parking lot is full . Unbelievable ! Parking in this city is such a nightmare ! Madam , patience is a virtue . Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore ! I'm sure a spot will open up soon . Oh , look ! There's a spot open next to the public restroom ! Can I take it ?",happiness
Veronica ! Veronica ! Veronica ! Are you OK ? Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !,fear
"Veronica ! Veronica ! Veronica ! Are you OK ? Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on ! I will come clean as soon as we get to safety , OK ? For now , you have to trust me , please ! I would never do anything to hurt you . Steven , I ...",fear
"Veronica ! Veronica ! Veronica ! Are you OK ? Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on ! I will come clean as soon as we get to safety , OK ? For now , you have to trust me , please ! I would never do anything to hurt you . Steven , I ... I haven ' t been completely honest with you Veronica , I ' m sorry . I ' m not a fireman . I ' m not even from the United States . I ' m a spy for the Indian government . What ? Why didn ' t you tell me before ? What are you doing here ?",surprise
"Veronica ! Veronica ! Veronica ! Are you OK ? Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on ! I will come clean as soon as we get to safety , OK ? For now , you have to trust me , please ! I would never do anything to hurt you . Steven , I ... I haven ' t been completely honest with you Veronica , I ' m sorry . I ' m not a fireman . I ' m not even from the United States . I ' m a spy for the Indian government . What ? Why didn ' t you tell me before ? What are you doing here ? When I was a young boy , I used to play cricket my father back in my hometown of Hyderabad . It was a peaceful town , and my father was a renowned chemist . One day , he was approached by members of the CIA , claiming that my father had made the discovery of the millennium in his small lab back at the university where he taught bio-chemistry . I never saw him again . I vowed to discover the whereabouts of my father and consequently joined the Indian Intelligence Bureau . What does that have to do with those men shooting at us ? Most importantly , why did you lie to me !",anger
"Veronica ! Veronica ! Veronica ! Are you OK ? Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on ! I will come clean as soon as we get to safety , OK ? For now , you have to trust me , please ! I would never do anything to hurt you . Steven , I ... I haven ' t been completely honest with you Veronica , I ' m sorry . I ' m not a fireman . I ' m not even from the United States . I ' m a spy for the Indian government . What ? Why didn ' t you tell me before ? What are you doing here ? When I was a young boy , I used to play cricket my father back in my hometown of Hyderabad . It was a peaceful town , and my father was a renowned chemist . One day , he was approached by members of the CIA , claiming that my father had made the discovery of the millennium in his small lab back at the university where he taught bio-chemistry . I never saw him again . I vowed to discover the whereabouts of my father and consequently joined the Indian Intelligence Bureau . What does that have to do with those men shooting at us ? Most importantly , why did you lie to me ! I ' m sorry , I wasn ' t supposed to meet you . I wasn ' t supposed to fall in love with you , but you have to believe me when I tell you that what I feel for you is real . I can ' t believe this ! Why are all these things happening to me ! I can ' t take it anymore ! Let me out of the car !",anger
"How delicious ! Tender and crisp ! This is the specialty of our restaurant , sir .",happiness
"How delicious ! Tender and crisp ! This is the specialty of our restaurant , sir . Yes , it's really savory .",happiness
"How delicious ! Tender and crisp ! This is the specialty of our restaurant , sir . Yes , it's really savory . Thank you for appreciating it .",happiness
Are you going to the movie theater with me tonight ? Is there anything good playing ? Titanic is playing tonight . It's a blockbuster .,happiness
"Are you going to the movie theater with me tonight ? Is there anything good playing ? Titanic is playing tonight . It's a blockbuster . Really ? I want to go , too .",surprise
"Are you going to the movie theater with me tonight ? Is there anything good playing ? Titanic is playing tonight . It's a blockbuster . Really ? I want to go , too . OK , let's meet at the movie theater entrance tonight . Don ' t be late .",happiness
"Are you going to the movie theater with me tonight ? Is there anything good playing ? Titanic is playing tonight . It's a blockbuster . Really ? I want to go , too . OK , let's meet at the movie theater entrance tonight . Don ' t be late . No problem .",happiness
"Are you going to the movie theater with me tonight ? Is there anything good playing ? Titanic is playing tonight . It's a blockbuster . Really ? I want to go , too . OK , let's meet at the movie theater entrance tonight . Don ' t be late . No problem . ( After watching the movie . ) Are you crying ? I get a lump in my throat whenever I see a tragic movie . Tragic movie ? I think it's a love story .",surprise
"Hey , that's a really nice outfit you have on . Thank you . I wasn't sure if it looked okay or not .",happiness
"Hey , that's a really nice outfit you have on . Thank you . I wasn't sure if it looked okay or not . Oh , you look stunning . Your dress really goes well with your shoes .",happiness
"Hey , that's a really nice outfit you have on . Thank you . I wasn't sure if it looked okay or not . Oh , you look stunning . Your dress really goes well with your shoes . I'm glad that you think so . I thought it might be a bit too revealing .",happiness
"Hey , that's a really nice outfit you have on . Thank you . I wasn't sure if it looked okay or not . Oh , you look stunning . Your dress really goes well with your shoes . I'm glad that you think so . I thought it might be a bit too revealing . No , not at all . It looks really classy on you . Where did you pick that up ?",happiness
"Hey , that's a really nice outfit you have on . Thank you . I wasn't sure if it looked okay or not . Oh , you look stunning . Your dress really goes well with your shoes . I'm glad that you think so . I thought it might be a bit too revealing . No , not at all . It looks really classy on you . Where did you pick that up ? I got it on sale down at the department store . When did you go there ? I was just there a couple of days ago . You know , you should go down there too . They have a lot of stylish clothes on sale . I might just do that . What style of clothes do they have ? Anything you want . They have both casual and formal styles . I was hoping to get a few new ties for my collection . That's a good idea .",happiness
"What's the time now ? Sorry , I don't know , there's something wrong with my watch . You've simply forgotten to wind it up , have you ? When do you usually wind it up ? In the coming , before going to work . You got up so late today . You have , I think . Turn on the TV and set your watch by it . OK . I'll turn it on .",happiness
"What's the time now ? Sorry , I don't know , there's something wrong with my watch . You've simply forgotten to wind it up , have you ? When do you usually wind it up ? In the coming , before going to work . You got up so late today . You have , I think . Turn on the TV and set your watch by it . OK . I'll turn it on . All right . It's just four o'clock .",happiness
"What's the time now ? Sorry , I don't know , there's something wrong with my watch . You've simply forgotten to wind it up , have you ? When do you usually wind it up ? In the coming , before going to work . You got up so late today . You have , I think . Turn on the TV and set your watch by it . OK . I'll turn it on . All right . It's just four o'clock . Well , I'm setting my watch at four . Thank you .",happiness
"What's the time now ? Sorry , I don't know , there's something wrong with my watch . You've simply forgotten to wind it up , have you ? When do you usually wind it up ? In the coming , before going to work . You got up so late today . You have , I think . Turn on the TV and set your watch by it . OK . I'll turn it on . All right . It's just four o'clock . Well , I'm setting my watch at four . Thank you . You are welcome .",happiness
"There is a new restaurant opening up in town next month . What kind of food will they be serving ? My favorite , Mexican . And I've heard that the head chef is from San Paulo .",happiness
"There is a new restaurant opening up in town next month . What kind of food will they be serving ? My favorite , Mexican . And I've heard that the head chef is from San Paulo . It sounds like this is going to be authentic Mexican food .",happiness
"There is a new restaurant opening up in town next month . What kind of food will they be serving ? My favorite , Mexican . And I've heard that the head chef is from San Paulo . It sounds like this is going to be authentic Mexican food . I can hardly wait !",happiness
"Hi Amanda , how are you ? I've missed working with you and the whole gang since my transfer last week . We've missed you too . The office just isn't the same without you . How is your new job ?",happiness
"Hi Amanda , how are you ? I've missed working with you and the whole gang since my transfer last week . We've missed you too . The office just isn't the same without you . How is your new job ? It's great . I really get to focus on what I like to do and everyone has been very nice and welcoming . However , I'm having a small problem with my new colleagues .",happiness
"Hi Amanda , how are you ? I've missed working with you and the whole gang since my transfer last week . We've missed you too . The office just isn't the same without you . How is your new job ? It's great . I really get to focus on what I like to do and everyone has been very nice and welcoming . However , I'm having a small problem with my new colleagues . What happened ? Well , three people are celebrating their birthdays this month and the policy here is for everyone to contribute ten dollars to a card and cake for each person . Wow , so you'll be out thirty dollars on your first week at work !",happiness
"Who's that tall guy over there ? Oh , that's George . He looks very drunk . What's he like normally ? Oh , he's really reserved , normally . But , from what I hear , he's got lots of problems . Really ? What kind of problems ?",surprise
"Who's that tall guy over there ? Oh , that's George . He looks very drunk . What's he like normally ? Oh , he's really reserved , normally . But , from what I hear , he's got lots of problems . Really ? What kind of problems ? Well , off the record , of course , but I hear that he's got terrible debts . He has his own company , and it's not going very well . Really ? Well , I hate to say this , but I'm not surprised . Really ? What makes you say that ?",surprise
"Who's that tall guy over there ? Oh , that's George . He looks very drunk . What's he like normally ? Oh , he's really reserved , normally . But , from what I hear , he's got lots of problems . Really ? What kind of problems ? Well , off the record , of course , but I hear that he's got terrible debts . He has his own company , and it's not going very well . Really ? Well , I hate to say this , but I'm not surprised . Really ? What makes you say that ? Well , he doesn't look very honest . I know , that's the problem . He can't find any customers . It's a pity , really , because his products are very good . Oh , that reminds me . Did I tell you about my new laptop ? Oh , don't talk to me about laptops . Mine crashed on Friday and I lost everything . I hate them . Oh , really ? Look , I need another drink . Do you want one ?",happiness
"Who's that tall guy over there ? Oh , that's George . He looks very drunk . What's he like normally ? Oh , he's really reserved , normally . But , from what I hear , he's got lots of problems . Really ? What kind of problems ? Well , off the record , of course , but I hear that he's got terrible debts . He has his own company , and it's not going very well . Really ? Well , I hate to say this , but I'm not surprised . Really ? What makes you say that ? Well , he doesn't look very honest . I know , that's the problem . He can't find any customers . It's a pity , really , because his products are very good . Oh , that reminds me . Did I tell you about my new laptop ? Oh , don't talk to me about laptops . Mine crashed on Friday and I lost everything . I hate them . Oh , really ? Look , I need another drink . Do you want one ? Yes , I'll have another cocktail .",happiness
"Who's that tall guy over there ? Oh , that's George . He looks very drunk . What's he like normally ? Oh , he's really reserved , normally . But , from what I hear , he's got lots of problems . Really ? What kind of problems ? Well , off the record , of course , but I hear that he's got terrible debts . He has his own company , and it's not going very well . Really ? Well , I hate to say this , but I'm not surprised . Really ? What makes you say that ? Well , he doesn't look very honest . I know , that's the problem . He can't find any customers . It's a pity , really , because his products are very good . Oh , that reminds me . Did I tell you about my new laptop ? Oh , don't talk to me about laptops . Mine crashed on Friday and I lost everything . I hate them . Oh , really ? Look , I need another drink . Do you want one ? Yes , I'll have another cocktail . Vodka martini ?",happiness
"Who's that tall guy over there ? Oh , that's George . He looks very drunk . What's he like normally ? Oh , he's really reserved , normally . But , from what I hear , he's got lots of problems . Really ? What kind of problems ? Well , off the record , of course , but I hear that he's got terrible debts . He has his own company , and it's not going very well . Really ? Well , I hate to say this , but I'm not surprised . Really ? What makes you say that ? Well , he doesn't look very honest . I know , that's the problem . He can't find any customers . It's a pity , really , because his products are very good . Oh , that reminds me . Did I tell you about my new laptop ? Oh , don't talk to me about laptops . Mine crashed on Friday and I lost everything . I hate them . Oh , really ? Look , I need another drink . Do you want one ? Yes , I'll have another cocktail . Vodka martini ? Absolutely .",happiness
"Who's that tall guy over there ? Oh , that's George . He looks very drunk . What's he like normally ? Oh , he's really reserved , normally . But , from what I hear , he's got lots of problems . Really ? What kind of problems ? Well , off the record , of course , but I hear that he's got terrible debts . He has his own company , and it's not going very well . Really ? Well , I hate to say this , but I'm not surprised . Really ? What makes you say that ? Well , he doesn't look very honest . I know , that's the problem . He can't find any customers . It's a pity , really , because his products are very good . Oh , that reminds me . Did I tell you about my new laptop ? Oh , don't talk to me about laptops . Mine crashed on Friday and I lost everything . I hate them . Oh , really ? Look , I need another drink . Do you want one ? Yes , I'll have another cocktail . Vodka martini ? Absolutely . I'll be back in a sec .",happiness
"Who's that tall guy over there ? Oh , that's George . He looks very drunk . What's he like normally ? Oh , he's really reserved , normally . But , from what I hear , he's got lots of problems . Really ? What kind of problems ? Well , off the record , of course , but I hear that he's got terrible debts . He has his own company , and it's not going very well . Really ? Well , I hate to say this , but I'm not surprised . Really ? What makes you say that ? Well , he doesn't look very honest . I know , that's the problem . He can't find any customers . It's a pity , really , because his products are very good . Oh , that reminds me . Did I tell you about my new laptop ? Oh , don't talk to me about laptops . Mine crashed on Friday and I lost everything . I hate them . Oh , really ? Look , I need another drink . Do you want one ? Yes , I'll have another cocktail . Vodka martini ? Absolutely . I'll be back in a sec . OK . I'll wait here for you .",happiness
Thanks for coming shopping with me . I'm so honored that you thought to ask me .,happiness
Thanks for coming shopping with me . I'm so honored that you thought to ask me . I've never given a speech in front of a thousand people before .,happiness
